index,duration
92,44.4475359916687
93,80.8073399066925
94,75.40955543518066
95,85.91125774383545
96,89.52474689483643
97,100.61856245994568
98,116.09812688827516
99,106.32303047180176
100,98.06546020507812
101,97.19566559791564
102,90.98601770401
103,81.35433506965637
104,78.02045941352844
105,85.26994013786316
106,92.2602767944336
107,100.05266165733336
108,103.74899101257324
109,110.88285255432127
110,118.66592288017272
111,91.61439442634584
112,68.3176519870758
113,78.52042317390442
114,90.45559906959534
115,99.81127619743349
116,99.94697833061218
117,85.60726380348206
118,91.69616770744324
