index,duration
92,109.72942733764648
93,57.98069143295288
94,97.03178310394289
95,92.24614429473876
96,57881.8568956852
97,57834.71243619919
98,70.93011450767517
99,125.68358111381532
100,106.53187036514282
101,100.6109230518341
102,97.55767321586607
103,100.93019938468932
104,106.81072568893433
105,108.22556567192078
106,107.75711727142334
107,111.00789952278136
108,106.35824632644652
109,99.5414581298828
110,111.70251941680908
111,120.70916652679443
112,112.65266942977904
113,104.61354565620422
114,100.6177670955658
115,97.83283281326294
116,262.31222343444824
117,263.55584621429443
118,111.13321805000304
119,105.46442008018494
120,97.82619571685792
