horizon,n,MAE,RMSE,MAPE,SMAPE,MASE,source
1,28,25.247738095238088,32.75189824257616,20.940479626587056,19.259011373171028,0.7455040776152978,llm_forecasts
2,27,48.47209876543211,73.6563511240229,35.21387162519908,30.124007188200192,1.431262758821814,llm_forecasts
3,26,73.55961538461537,120.40414177964273,51.13583238753677,39.16318526178016,2.172035887341005,llm_forecasts
