index,duration
66,109.62279462814332
67,57.641897439956665
68,103.88631963729858
69,102.51010537147522
70,106.27365398406982
71,132.25020813941956
72,146.39290857315063
73,140.48356533050537
74,145.76825165748596
75,164.28238677978516
76,163.84463834762573
77,145.9765362739563
78,134.5134539604187
79,121.2471194267273
80,116.85941123962402
81,113.78704190254211
82,112.6827700138092
83,112.66193437576294
84,110.75714206695557
85,117.75582003593443
86,123.80717325210573
87,118.69824290275574
88,113.52396774291992
89,120.07698345184326
90,128.39394545555115
91,122.65356397628784
92,114.46697902679443
93,107.34629940986632
94,100.30190467834473
95,106.53682684898376
96,108.63084983825684
97,106.62140464782716
98,109.66571521759032
99,104.81965589523315
100,100.74460291862488
101,102.97803592681883
102,104.44489765167236
103,108.79371619224548
104,115.35966300964355
105,117.22297406196594
106,115.26225066184998
107,112.33884501457214
108,112.86941719055176
109,115.83665776252748
110,117.93165707588196
111,110.23264408111572
112,98.73886704444884
113,102.29160976409912
114,110.78381824493408
115,108.31527328491212
116,102.63585543632507
117,98.00062084197998
118,106.20864057540894
