horizon,n,MAE,RMSE,MAPE,SMAPE,MASE,source
1,36,33.87425925925926,54.65812544499211,33.54663846842739,47.751692709474355,1.1069431160703744,llm_forecasts
2,35,31.139333333333337,41.06976128182427,30.572632125687694,33.366410002138466,1.0175712008501596,llm_forecasts
3,34,46.217352941176465,64.27733730621136,39.96958313863154,48.29397395625343,1.5102907576420577,llm_forecasts
