index,duration
66,42.11363840103149
67,83.14312362670898
68,79.40654635429382
69,75.3938319683075
70,84.84511184692383
71,92.32153129577635
72,95.39004492759705
73,109.032249212265
74,106.47771334648132
75,100.67413187026978
76,95.99864315986632
77,90.00315999984741
78,96.61242079734802
79,105.40798044204712
80,107.38135814666748
81,103.77009582519533
82,103.1431210041046
83,91.90210342407228
84,84.02155685424805
85,92.77736258506776
86,99.92126512527466
87,100.3348343372345
88,103.3008041381836
89,116.7218852043152
90,118.77993416786194
91,104.20780491828918
92,101.34729528427124
93,88.22888922691345
94,73.6130793094635
95,81.88622999191284
96,83.75005030632019
97,89.35086917877197
98,110.24728345870972
99,115.11820197105408
100,103.42263197898863
101,100.2882845401764
102,96.51958227157591
103,83.92048192024231
104,79.32751441001892
105,83.15001368522644
106,84.43097758293152
107,88.53318309783936
108,80.37288665771484
109,74.94689416885376
110,84.65842843055725
111,83.49012660980225
112,76.77655816078186
113,76.38484501838684
114,80.86966681480408
115,89.88755655288696
116,115.03890085220335
117,116.15238904953004
118,112.341805934906
