horizon,n,MAE,RMSE,MAPE,SMAPE,MASE,source
1,52,18.71923076923077,27.782640401738416,23.18679474778017,20.39874189819051,0.5685635085635086,llm_forecasts
2,51,28.388235294117646,45.93693639643589,30.98248158116163,27.002991929142155,0.8622424104777046,llm_forecasts
3,50,37.4206,65.64629633117165,35.99196588584806,30.534277857912894,1.1365845045045044,llm_forecasts
