index,duration
92,83.58208131790161
93,40.345446825027466
94,84.72888731956482
95,81.58235120773315
96,82.50699424743652
97,85.48976159095764
98,87.58791327476501
99,85.36605167388916
100,80.95483899116516
101,79.87609696388245
102,80.81432843208313
103,79.98644232749939
104,78.10002279281616
105,79.38584208488464
106,77.2616240978241
107,75.40794134140015
108,76.97947764396667
109,78.65676069259644
110,81.73825645446777
111,89.00257921218872
112,88.37032628059387
113,86.00573396682739
114,92.7507917881012
115,87.49643039703369
116,85.61204195022583
117,86.94139909744263
118,89.68135261535645
119,87.45052242279053
120,91.04818391799928
