horizon,n,MAE,RMSE,MAPE,SMAPE,MASE,source
1,28,26.188214285714285,33.155722249064986,22.188293374400804,20.23739633293753,0.7732740438695163,llm_forecasts
2,27,49.70666666666667,73.9042231039106,36.85415659881739,31.506042339932467,1.467716535433071,llm_forecasts
3,26,75.59807692307692,120.73064286635386,53.09118472750449,41.30032382132243,2.2322266807995153,llm_forecasts
