horizon,n,MAE,RMSE,MAPE,SMAPE,MASE,source
1,57,62.35087719298246,77.58503201637836,81.82034665394198,108.63482226901115,2.0375020974327422,llm_forecasts
2,56,64.06714285714285,73.1709965960362,103.8932906169902,92.68920740915253,2.093586230453924,llm_forecasts
3,55,66.15272727272728,77.958021337827,102.80472571588317,93.81430543911374,2.16173896241909,llm_forecasts
