index,duration
66,45.48271226882935
67,73.81816697120667
68,44.182833671569824
69,42.75472331047058
70,43.39515018463135
71,31.957945823669437
72,137.14032673835754
73,42.57503342628479
74,40.79279184341431
75,109.88985276222228
76,64.96513676643372
77,66.63817715644836
78,57.715099573135376
79,55.65980768203735
80,65.47686696052551
81,112.0051474571228
82,68.62198114395142
83,154.8653793334961
84,93.1278429031372
85,52.25258016586304
86,35.021247148513794
87,58.777931690216064
88,38.75156044960022
89,162.02737188339233
90,51.7952823638916
91,40.43388891220093
92,47.86636018753052
93,31.75052762031555
94,263.732887506485
95,42.22635674476624
96,33.79920721054077
97,32.98847794532776
98,37.14220643043518
99,31.213661432266235
100,36.28647327423096
101,71.73462128639221
102,40.541977405548096
103,32.28059911727905
104,30.78246378898621
105,75.89696669578552
106,88.92609071731567
107,140.233163356781
108,58.09974122047424
109,115.86115097999571
110,167.5336835384369
111,165.9868679046631
112,28.23413038253784
113,108.05798506736755
114,27.13151526451111
115,33.13674974441528
116,33.918779373168945
117,42.19134879112244
118,71.11966633796692
119,90.15145778656006
120,32.0928738117218
121,39.31549263000488
122,32.40958881378174
123,24.922182321548465
