index,duration
66,112.445130109787
67,57.0166175365448
68,107.97294902801514
69,109.44656181335448
70,109.3892171382904
71,103.89406681060792
72,104.18621492385864
73,107.85297083854675
74,110.0011043548584
75,108.71732664108276
76,106.96014857292175
77,105.19299077987672
78,107.59589314460754
79,112.35482954978944
80,115.09870266914368
81,115.35660028457642
82,113.21581840515135
83,108.17193174362184
84,106.17037510871889
85,108.9026358127594
86,107.39341139793396
87,104.70544385910034
88,108.50220155715942
89,113.51424908638
90,109.16926670074464
91,105.08855485916138
92,106.01931047439577
93,107.7573790550232
94,138.3307843208313
95,160.19300532341003
96,152.59878969192505
97,146.16841387748718
98,149.20962643623352
99,156.20529961586
100,156.29596734046936
101,155.94937133789062
102,146.37807655334473
103,143.0427815914154
104,146.62497568130493
105,142.54483842849731
106,137.59722232818604
107,141.05154705047607
108,133.15730261802673
109,118.82702445983888
110,112.0392644405365
111,103.94843459129332
112,101.2933268547058
113,101.56992483139038
114,103.00664782524107
115,111.22654056549072
116,111.78469896316528
117,106.51602029800416
118,109.93743515014648
119,110.17300081253052
120,109.06319999694824
121,113.90156888961792
122,115.70649814605711
