index,duration
66,64.08146595954895
67,115.29861569404602
68,103.01025795936584
69,107.21384501457214
70,112.4221179485321
71,70.67917275428772
72,13.706910610198976
73,3.798185586929321
74,3.717262983322144
75,4.064283609390259
76,4.040524482727051
77,3.9772331714630127
78,3.983463764190674
79,3.859879732131958
80,3.8610475063323975
81,4.025614976882935
82,3.9881880283355713
83,4.092737913131714
84,4.082284688949585
85,4.135630130767822
86,4.167962312698364
87,4.090580463409424
88,4.079087495803833
89,3.839003324508667
90,3.8351504802703857
91,3.9853668212890634
92,3.967113256454468
93,4.029186487197876
94,3.998077392578125
95,3.970306873321533
96,3.969146490097046
97,3.856833696365357
98,3.860857963562012
99,3.87505555152893
100,3.885561466217041
101,4.08600115776062
102,4.084824323654175
103,4.051721096038818
104,4.012332916259766
105,4.090168476104736
106,4.087327241897583
107,3.995600938796997
108,3.995093822479248
109,4.010070085525513
110,3.988642930984497
111,4.003803730010986
112,4.002717733383179
113,4.028092384338379
114,4.042197227478027
115,4.06853175163269
116,4.05240535736084
117,4.066194534301758
118,4.060215473175049
119,4.004489898681641
120,4.021671772003174
121,4.00417160987854
122,4.003744602203369
