horizon,n,MAE,RMSE,MAPE,SMAPE,MASE,source
1,56,16.546130952380953,22.67019241223895,20.041901719526713,19.341859886007082,0.5387317790740529,llm_forecasts
2,55,21.09696969696969,30.298748182295277,24.459218831166993,24.140824689716,0.6869042708914604,llm_forecasts
3,54,27.425925925925927,42.74813186301569,26.939919121415834,26.973773583327464,0.8929711670571026,llm_forecasts
