horizon,n,MAE,RMSE,MAPE,SMAPE,MASE,source
1,56,16.075892857142858,23.889370207868005,24.27621225574082,21.692810551635443,0.5234211178466583,llm_forecasts
2,55,25.954545454545453,38.48996327261528,36.77366625133254,30.431834824494796,0.8450639299318242,llm_forecasts
3,54,33.074074074074076,49.71399683672075,40.04033740246801,33.259907815638385,1.0768713736421236,llm_forecasts
