index,duration
66,58.57802963256836
67,110.41726899147034
68,99.77830171585084
69,95.14235186576845
70,100.1734561920166
71,105.44602513313292
72,98.70892786979675
73,93.69678449630736
74,94.56597018241882
75,95.05314755439758
76,94.62672758102416
77,93.30326271057127
78,94.18166279792786
79,99.48508882522584
80,98.8463830947876
81,97.01714658737184
82,92.39625716209412
83,94.14554953575134
84,94.33071756362916
85,88.21544361114502
86,95.80627751350404
87,100.64805245399477
88,102.64194703102112
89,97.32869672775269
90,3446.321078300476
91,3451.945123195648
92,100.12844824790956
93,94.08169198036194
94,487.910049200058
95,443.1590211391449
96,51.67463803291321
97,108.98443913459778
98,111.99888229370116
99,100.65741682052612
100,97.32614612579346
101,99.64367127418518
102,95.69026708602904
103,94.62319874763487
104,94.5913631916046
105,95.3948905467987
106,95.84112429618835
107,95.10644507408142
108,1030.9424228668213
109,1039.6698048114777
110,105.72161674499512
111,99.19465208053587
112,33530.90486240387
113,33481.31560564041
114,485.36680722236633
115,417.1986176967621
116,138.96250343322754
117,119.93741536140442
118,90.81523823738098
119,375.1829562187195
120,333.5270621776581
121,37.8843355178833
