horizon,n,MAE,RMSE,MAPE,SMAPE,MASE,source
1,55,12.354666666666665,15.2869306033856,23.51000228037019,20.91565513625909,0.4874191935659167,llm_forecasts
2,54,17.630185185185187,24.391400667924135,34.12926274831222,28.691393283270827,0.6955501817435303,llm_forecasts
3,53,25.91339622641509,35.570550862746636,47.42189353463737,37.99752674360745,1.0223413574816518,llm_forecasts
