horizon,n,MAE,RMSE,MAPE,SMAPE,MASE,source
1,36,73.19222222222223,96.75184040741665,69.58762863029818,128.21078042224084,2.391775593340418,llm_forecasts
2,35,31.571428571428573,45.332738091330235,29.63915578611333,36.07818405055628,1.0316912099590103,llm_forecasts
3,34,82.83117647058825,104.02407916948279,77.74549567208572,134.67779916841792,2.706757360755142,llm_forecasts
