index,duration
87,62.85652947425842
88,60.2388379573822
89,63.55378746986389
90,66.09638047218323
91,66.85945510864258
92,68.29985976219177
93,70.36390900611877
94,72.73397445678711
95,68.84343576431274
96,67.56450462341309
97,70.33963513374329
98,69.95828008651733
99,69.55171227455139
100,66.42713856697083
101,67.73413634300232
102,67.6577479839325
103,64.69487643241882
104,57.01354551315308
105,62.45908045768738
106,65.9276397228241
107,66.83871459960938
108,71.14933514595032
109,68.77717566490173
110,72.47242903709412
111,71.86088395118713
112,69.35643982887268
113,67.43656420707703
114,65.90086364746094
115,64.54846453666687
116,66.72217774391174
117,64.80282807350159
118,973.6907694339752
119,57.07937455177307
120,55.11888241767883
121,57.4925274848938
122,59.9720995426178
123,61.6374773979187
